year,mo,dy,hr,wdir,wspd,t_dry
1981,11,01,15,,,-8.4
1981,11,01,21,,,-4.8
1981,11,02,03,,,-12
1981,11,02,09,,,-10.2
1981,11,02,15,,,-13.8
1981,11,02,21,300,3,-6.6
1981,11,03,03,300,4,-1.2
1981,11,03,09,300,4,-3
1981,11,03,15,300,3,0.6
1981,11,03,21,290,6,6
1981,11,04,03,310,11,9.6
1981,11,04,09,320,13,7.8
1981,11,04,21,310,13,4.2
1981,11,05,03,310,13,2.4
1981,11,05,09,310,10,7.8
1981,11,05,15,300,17,7.8
1981,11,05,21,,,11.4
1981,11,06,03,300,13,13.2
1981,11,06,09,310,14,9.6
1981,11,06,15,310,14,9.6
1981,11,06,21,310,11,11.4
1981,11,07,03,330,10,7.8
1981,11,07,09,320,8,6
1981,11,07,15,300,6,6
1981,11,07,21,290,4,2.4
1981,11,08,03,320,3,4.2
1981,11,08,09,310,4,0.6
1981,11,08,15,240,1,-3
1981,11,08,21,280,2,-6.6
1981,11,09,03,290,4,-1.2
1981,11,09,09,300,3,4.2
1981,11,09,15,280,2,4.2
1981,11,10,03,300,2,11.4
1981,11,10,09,310,3,13.2
1981,11,10,15,310,3,11.4
1981,11,10,21,300,6,11.4
1981,11,11,00,310,7,11.4
1981,11,11,03,300,8,11.4
1981,11,11,15,320,9,2.4
1981,11,11,21,310,10,-3
1981,11,12,03,320,13,-6.6
1981,11,12,09,290,14,-4.8
1981,11,12,15,310,15,-3
1981,11,13,03,290,6,-1.2
1981,11,13,09,310,6,0.6
1981,11,14,00,320,2,0.6
1981,11,14,03,320,2,0.6
1981,11,14,09,290,3,6
1981,11,15,09,,,-4.8
1981,11,16,03,80,6,2.4
1981,11,16,09,150,6,15
1981,11,16,15,110,1,27.6
1981,11,17,09,100,4,2.4
1981,11,17,15,220,1,
1981,11,17,21,150,4,18.6
1981,11,18,09,80,10,34.8
1981,11,18,15,210,16,31.2
1981,11,18,21,180,16,31.2
1981,11,19,09,150,2,27.6
1981,11,19,15,110,1,22.2
1981,11,19,21,90,4,25.8
1981,11,20,03,90,1,11.4
1981,11,20,09,290,1,9.6
1981,11,20,21,90,3,11.4
1981,11,21,09,120,2,13.2
1981,11,21,15,160,3,7.8
1981,11,22,03,140,2,7.8
1981,11,22,09,120,2,7.8
1981,11,22,15,,,7.8
1981,11,22,21,270,2,4.2
1981,11,23,03,210,1,2.4
1981,11,23,09,190,1,6
1981,11,23,15,90,8,9.6
1981,11,24,03,50,3,-1.2
1981,11,24,09,,,-1.2
1981,11,25,03,310,11,-4.8
1981,11,25,09,290,9,-4.8
1981,11,25,15,300,13,-3
1981,11,25,21,300,13,-3
1981,11,26,03,300,16,-1.2
1981,11,26,09,320,16,-3
1981,11,26,15,300,13,-6.6
1981,11,26,21,320,13,-4.8
1981,11,27,03,300,16,-6.6
1981,11,27,09,300,13,-6.6
1981,11,27,21,290,16,-10.2
1981,11,28,03,280,2,-13.8
1981,11,28,09,330,11,-8.4
1981,11,28,15,,,
1981,11,28,21,290,16,-12
1981,11,29,03,280,2,-13.8
1981,11,29,09,270,7,-13.8
1981,11,29,18,280,9,-15.6
1981,11,29,21,300,7,-15.6
1981,11,30,03,300,13,-8.4
1981,11,30,09,320,20,-10.2
1981,11,30,15,320,7,-12
1981,11,30,21,240,2,-13.8
1981,12,01,03,220,4,-13.8
1981,12,01,09,300,13,-8.4
1981,12,01,15,300,18,-12
1981,12,01,21,300,11,-4.8
1981,12,02,00,290,16,-13.8
1981,12,02,03,290,9,-15.6
1981,12,02,09,,,-17.4
1981,12,02,21,,,-26.4
1981,12,03,09,300,4,-19.2
1981,12,03,15,180,4,-22.8
1981,12,03,21,270,2,-19.2
1981,12,04,03,300,2,-19.2
1981,12,04,09,250,2,-19.2
1981,12,04,15,,,-22.8
1981,12,04,21,,,-24.6
1981,12,05,03,,,-24.6
1981,12,05,09,,,-24.6
1981,12,05,15,,,-24.6
1981,12,05,21,,,-26.4
1981,12,06,03,80,2,-24.6
1981,12,06,09,130,7,-24.6
1981,12,06,15,190,4,-13.8
1981,12,07,03,,,-10.2
1981,12,07,09,280,2,-6.6
1981,12,07,15,300,2,-4.8
1981,12,07,21,320,7,2.4
1981,12,08,03,310,2,0.6
1981,12,08,09,300,2,0.6
1981,12,08,15,310,16,-1.2
1981,12,09,03,240,9,4.2
1981,12,09,09,,,-1.2
1981,12,09,15,,,-4.8
1981,12,09,21,300,4,-8.4
1981,12,10,03,330,4,-10.2
1981,12,10,09,190,2,-10.2
1981,12,10,15,260,2,-17.4
1981,12,10,21,250,2,-19.2
1981,12,11,03,290,2,-21
1981,12,11,21,290,4,-10.2
1981,12,12,03,120,2,-6.6
1981,12,12,09,310,2,-8.4
1981,12,12,21,290,2,-3
1981,12,13,03,,,7.8
1981,12,13,09,240,4,6
1981,12,13,15,290,7,-1.2
1981,12,14,03,300,9,-4.8
1981,12,14,15,290,4,-13.8
1981,12,14,18,210,2,-15.6
1981,12,14,21,320,2,-19.2
1981,12,15,03,250,4,-19.2
1981,12,15,09,100,4,-24.6
1981,12,15,15,90,2,-21
1981,12,16,03,,,
1981,12,16,09,,,-26.4
1981,12,16,15,80,2,-24.6
1981,12,16,21,,,-24.6
1981,12,17,03,270,2,-21
1981,12,17,06,270,9,
1981,12,17,09,290,4,-15.6
1981,12,17,15,300,4,-12
1981,12,17,21,310,13,-8.4
1981,12,18,03,320,20,-8.4
1981,12,18,09,310,16,-6.6
1981,12,19,09,290,27,0.6
1981,12,19,21,290,4,-12
1981,12,20,09,,,-15.6
1981,12,20,15,290,2,-12
1981,12,20,21,280,4,-13.8
1981,12,21,09,260,2,-19.2
1981,12,21,15,280,2,-19.2
1981,12,21,21,250,2,-21
1981,12,22,03,200,2,-15.6
1981,12,22,15,220,2,-10.2
1981,12,22,21,,,-10.2
1981,12,23,03,90,4,-6.6
1981,12,23,09,90,7,0.6
1981,12,23,15,70,9,-3
1981,12,24,09,90,7,-4.8
1981,12,24,15,310,16,0.6
1981,12,24,21,310,18,0.6
1981,12,25,03,300,13,-4.8
1981,12,25,09,310,4,-10.2
1981,12,25,21,,,-15.6
1981,12,26,03,90,9,-17.4
1981,12,26,09,80,13,-13.8
1981,12,26,18,120,11,-4.8
1981,12,26,21,90,29,-4.8
1981,12,27,00,110,34,0.6
1981,12,27,03,90,20,4.2
1981,12,27,09,100,16,7.8
1981,12,27,15,160,7,15
1981,12,27,21,290,4,11.4
1981,12,28,03,310,2,11.4
1981,12,28,12,330,2,9.6
1981,12,29,03,50,4,11.4
1981,12,29,09,140,2,16.8
1981,12,29,15,240,7,11.4
1981,12,29,21,250,4,9.6
1981,12,30,03,270,4,9.6
1981,12,30,15,310,16,9.6
1981,12,30,18,300,11,7.8
1981,12,30,21,320,9,2.4
1981,12,31,00,240,2,-4.8
1981,12,31,03,,,-3
1981,12,31,09,230,4,-6.6
1982,01,01,06,,,-11.3
1982,01,10,18,300,16,5.3
1982,01,13,03,320,11,-25.9
1982,01,13,15,290,18,-14
1982,01,14,15,330,4,-17.9
1982,01,14,21,310,4,-19.4
1982,01,15,15,320,7,-20.5
1982,01,15,21,320,2,-14.2
1982,01,17,09,340,2,-28.6
1982,01,18,15,320,2,-20.1
1982,01,20,09,100,27,17.9
1982,01,22,21,120,29,5.8
1982,01,23,03,150,16,3.8
1982,01,23,09,120,18,2.6
1982,01,23,15,110,7,3.8
1982,01,24,00,100,7,9.8
1982,01,24,03,70,7,6.9
1982,01,24,09,250,4,3.7
1982,01,24,15,280,2,-2.1
1982,01,24,21,310,9,-0.5
1982,01,25,03,310,11,4
1982,01,25,15,260,4,-8.2
1982,01,30,15,300,4,-10.6
1982,01,30,21,300,7,-10.2
1982,01,31,21,300,2,-9.1
1982,02,01,03,300,4,
1982,02,03,21,310,18,-13.3
1982,02,04,15,310,18,-7
1982,02,05,21,100,13,-7.3
1982,02,08,12,230,4,28.5
1982,02,08,21,330,18,6.5
1982,02,12,21,330,7,11.8
1982,02,13,09,320,9,-3.7
1982,02,15,15,290,9,1
1982,02,17,21,300,27,2.8
1982,02,18,15,270,4,-2.5
1982,02,18,21,310,9,-3.5
1982,02,21,09,,,-13.6
1982,02,22,15,,,-2.6
1982,02,25,01,130,4,-3.2
1982,02,27,00,300,9,27.2
1982,03,03,09,280,2,7.1
1982,03,05,12,,,-1.2
1982,03,09,09,310,13,2.4
1982,03,18,21,310,20,-7.9
1982,03,24,15,,,-15.1
1982,03,25,09,,,-12.7
1982,03,27,18,90,9,
1982,04,07,21,130,4,-2.1
1982,04,15,21,,,-4.6
1982,05,01,21,,,-3
1982,05,10,09,300,16,6.4
1982,05,23,00,,,60.5
1982,05,30,15,300,2,24
1982,06,18,15,110,11,29
1982,06,20,18,110,9,32.3
1982,06,20,21,110,7,32.8
1982,06,23,06,110,4,76.2
1982,06,23,15,310,2,29.4
1982,06,23,18,,,
1982,06,25,00,310,11,40.2
1982,07,08,15,90,4,34.6
1982,07,20,21,50,4,75.7
1982,07,25,15,320,13,31.9
1982,08,05,15,,,34.4
1982,08,09,11,340,18,35.2
1982,08,10,15,,,
1982,08,12,15,280,4,33.7
1982,08,14,09,50,2,37.7
1982,08,14,15,,,46
1982,08,16,15,,,33.5
1982,08,18,15,90,2,29.8
1982,08,22,15,,,50.6
1982,08,23,15,,,50.3
1982,08,24,15,330,4,56.8
1982,08,26,09,90,4,43.4
1982,08,27,15,,,37
1982,08,29,15,300,7,35.7
1982,08,31,15,,,28.5
1982,09,02,15,,,31.6
1982,09,02,21,270,4,44.2
1982,09,03,09,,,47.8
1982,09,03,15,,,42.4
1982,09,04,15,,,44.5
1982,09,05,09,340,7,
1982,09,06,00,,,42.9
1982,09,06,15,330,11,33.4
1982,09,07,15,260,4,28.3
1982,09,08,15,,,37
1982,09,09,09,330,4,35.7
1982,09,09,15,340,2,30.8
1982,09,10,21,40,4,33
1982,09,12,15,310,11,30.5
1982,09,14,15,310,11,33.2
1982,09,15,15,330,9,
1982,09,16,15,320,18,24.4
1982,09,16,21,320,13,21.7
1982,09,19,18,310,2,22.4
1982,09,20,15,290,18,19.3
1982,09,20,21,300,22,19.5
1982,09,24,21,,,32.6
1982,09,26,21,110,7,29.8
1982,09,29,15,,,21.1
1982,09,29,21,320,7,39.8
1982,10,01,15,120,7,29
1982,10,02,15,100,2,28.7
1982,10,03,15,,,16.3
1982,10,04,15,,,14.3
1982,10,07,09,310,9,33
1982,10,07,15,310,13,18.1
1982,10,08,03,310,16,19.5
1982,10,09,15,310,13,14.3
1982,10,09,21,280,4,17.7
1982,10,10,03,,,11.4
1982,10,11,15,,,14.5
1982,10,12,15,,,50.3
1982,10,13,15,280,7,8.7
1982,10,14,03,,,4.2
1982,10,14,15,290,2,3.5
1982,10,14,21,,,2.8
1982,10,15,15,,,16.6
1982,10,16,15,300,18,20.4
1982,10,17,15,110,4,13.6
1982,10,18,03,180,13,32.6
1982,10,19,09,280,16,18.8
1982,10,19,15,300,13,16.3
1982,10,20,15,280,2,9.6
1982,10,21,15,290,18,9.4
1982,10,22,15,140,7,10.1
1982,10,22,21,310,4,7.8
1982,10,24,09,280,22,13.7
1982,10,24,15,300,20,8.9
1982,10,25,09,260,2,-5.5
1982,10,27,15,150,13,9.1
1982,10,27,21,150,16,11.4
1982,10,28,09,130,11,10
1982,10,28,15,180,11,11.6
1982,10,28,21,200,16,14.1
1982,10,29,09,300,11,9.4
1982,10,30,21,320,16,9.4
1982,10,31,03,320,27,4.9
1982,10,31,09,300,25,3.8
1982,10,31,15,300,25,4.6
1982,11,01,09,300,16,0.6
1982,11,05,15,80,11,16.6
1982,11,06,15,,,7.1
1982,11,07,21,90,18,13.7
1982,11,08,21,90,16,14.8
1982,11,09,03,,,11
1982,11,09,21,250,4,3.1
1982,11,10,09,,,2.9
1982,11,10,15,,,8.5
1982,11,10,21,30,9,7.6
1982,11,11,03,270,2,7.3
1982,11,11,09,300,9,6
1982,11,11,15,,,10.5
1982,11,12,09,310,7,8.7
1982,11,12,15,310,11,4.6
1982,11,13,15,300,20,10.9
1982,11,15,15,320,4,6.2
1982,11,15,21,110,4,4.9
1982,11,16,09,,,10.7
1982,11,16,21,140,4,-7.3
1982,11,17,15,,,-4.8
1982,11,18,09,120,27,17.3
1982,11,18,15,120,31,48.3
1982,11,20,03,260,7,4.7
1982,11,22,09,90,2,-2.3
1982,11,22,15,,,-5.2
1982,11,23,09,290,4,-1.6
1982,11,25,09,300,13,-17
1982,11,25,15,,,-23.9
1982,11,25,21,240,2,-23.5
1982,11,27,09,210,13,-13.4
1982,11,27,21,310,16,-10.2
1982,11,28,09,270,4,-17.9
1982,11,29,03,,,-19
1982,11,30,03,320,9,
1982,11,30,21,300,7,-21
1982,12,03,21,190,9,19.5
1982,12,05,09,270,2,0.4
1982,12,05,21,300,4,2.4
1982,12,06,09,240,2,-1
1982,12,06,15,140,4,-1.6
1982,12,09,21,180,18,19.5
1982,12,10,09,120,22,25.4
1982,12,11,03,,,21.8
1982,12,11,09,170,2,18.1
1982,12,11,21,120,9,20.2
1982,12,12,09,100,18,10.9
1982,12,12,15,100,16,11.8
1982,12,12,21,80,7,2.8
1982,12,13,09,300,7,-5.9
1982,12,13,15,310,11,-4.8
1982,12,14,03,300,7,-8.8
1982,12,14,15,280,7,-4.8
1982,12,15,15,300,7,-1.6
1982,12,15,21,300,11,-1
1982,12,16,09,300,7,-2.5
1982,12,17,03,260,4,-11.3
1982,12,18,09,300,11,-9.1
1982,12,19,03,,,-20.1
1982,12,19,21,210,2,-16.5
1982,12,20,03,,,-8.8
1982,12,20,09,,,-9.5
1982,12,20,15,,,-6.2
1982,12,21,03,,,-1.2
1982,12,21,09,100,2,-0.8
1982,12,21,21,90,4,-9.3
1982,12,22,03,90,4,-11.5
1982,12,22,15,,,-12
1982,12,22,21,,,-16.5
1982,12,23,09,,,-23.5
1982,12,23,15,230,2,-22.8
1982,12,23,21,280,4,-18.8
1982,12,24,03,320,4,-17.2
1982,12,24,09,,,-17.6
1982,12,24,21,280,4,-25.3
1982,12,25,03,280,2,-22.6
1982,12,25,09,250,2,-25.5
1982,12,25,15,230,4,-28.7
1982,12,25,21,,,-23.3
1982,12,26,09,100,2,-16.5
1982,12,26,15,80,2,-18.3
1982,12,27,03,,,-25.3
1982,12,27,09,,,-27.1
1982,12,27,15,290,4,-26
1982,12,27,21,,,-24.8
1982,12,28,09,230,2,-22.6
1982,12,29,03,,,-24.6
1982,12,29,09,300,4,-23.3
1982,12,29,21,320,16,-10.9
1982,12,30,15,310,18,-12
1982,12,30,21,280,20,-10.4
1982,12,31,09,260,4,-24.1
1982,12,31,15,270,2,-25.1
1983,01,01,09,,,
1983,01,01,15,70,2,-17.2
1983,01,01,21,,,-8.4
1983,01,02,03,280,2,-7.5
1983,01,02,09,270,4,-8.6
1983,01,02,15,290,4,-0.3
1983,01,02,21,160,4,4
1983,01,03,09,,,0.6
1983,01,03,15,,,3.8
1983,01,03,21,280,4,5.8
1983,01,04,03,290,4,10.5
1983,01,04,09,310,18,11.2
1983,01,04,15,310,16,-3.2
1983,01,04,21,30,4,-7
1983,01,05,03,,,-11.6
1983,01,05,09,300,4,-17.9
1983,01,06,03,,,-16.1
1983,01,06,09,270,4,-8.9
1983,01,06,15,,,-8.4
1983,01,06,21,100,7,-6.2
1983,01,07,03,90,11,-11.3
1983,01,07,09,70,9,-13.6
1983,01,07,18,320,9,-5.2
1983,01,07,21,300,16,-4.1
1983,01,08,09,300,13,-12.4
1983,01,08,15,300,9,-12.5
1983,01,09,03,240,4,-25.9
1983,01,09,09,,,-23.7
1983,01,09,15,240,4,-16.3
1983,01,10,03,,,-6.2
1983,01,10,15,,,
1983,01,10,21,,,-0.8
1983,01,11,21,,,-9.7
1983,01,12,09,280,2,-9.3
1983,01,12,21,270,2,-11.5
1983,01,13,03,90,4,-9.3
1983,01,13,09,,,-4.1
1983,01,14,00,,,-16.7
1983,01,14,03,320,4,13.2
1983,01,14,09,310,4,11.2
1983,01,15,09,,,9.1
1983,01,15,21,320,16,7.6
1983,01,17,03,280,4,-19.4
1983,01,17,21,310,16,-14.7
1983,01,18,15,330,7,-21.4
1983,01,18,21,310,7,-22.3
1983,01,19,15,290,4,-21.5
1983,01,20,15,,,-15.4
1983,01,21,09,290,4,-17.6
1983,01,21,21,300,9,-16
1983,01,22,03,330,4,-16.3
1983,01,22,09,310,2,-15.2
1983,01,22,15,260,7,-19.4
1983,01,22,21,120,7,-19.9
1983,01,23,03,290,9,-21.4
1983,01,23,09,280,7,-17.9
1983,01,23,15,290,4,-18.3
1983,01,23,21,,,-22.3
1983,01,24,03,,,-21.5
1983,01,24,09,300,4,-15.2
1983,01,24,21,90,4,-9.1
1983,01,25,03,,,-8
1983,01,25,09,,,-4.8
1983,01,25,15,290,7,-7.1
1983,01,25,21,,,-6.8
1983,01,26,09,250,4,-6.1
1983,01,26,21,310,4,-11.6
1983,01,27,09,300,20,-3
1983,01,27,15,320,20,-4.1
1983,01,27,21,300,13,
1983,01,28,09,250,2,-14.2
1983,01,28,15,290,7,-11.3
1983,01,29,09,120,4,-0.1
1983,01,29,15,,,0.1
1983,01,29,21,70,4,4.2
1983,01,30,09,80,7,3.3
1983,01,30,15,90,11,1.5
1983,01,30,21,90,9,-0.5
1983,01,31,03,100,11,-13.6
1983,01,31,09,90,7,-19
1983,01,31,15,250,2,-23.7
1983,01,31,21,,,-25.1
1983,02,01,03,,,-25.7
1983,02,02,09,,,-28.6
1983,02,02,21,280,4,-23
1983,02,03,03,320,13,-12.9
1983,02,03,09,310,16,-10.7
1983,02,06,03,300,13,-15.1
1983,02,06,09,300,11,-16.9
1983,02,07,09,300,13,-7.7
1983,02,07,15,300,13,-6.4
1983,02,07,21,310,16,-8.8
1983,02,08,09,,,-14.7
1983,02,08,15,,,
1983,02,08,21,310,7,-14.9
1983,02,09,15,300,9,-14.5
1983,02,09,21,310,9,-12.5
1983,02,10,15,200,7,-19
1983,02,11,03,300,4,-13.6
1983,02,11,09,,,-14
1983,02,11,15,300,2,-12.7
1983,02,11,21,280,2,-15.6
1983,02,12,15,,,-22.6
1983,02,12,21,280,7,-23
1983,02,13,15,310,4,-16.9
1983,02,14,15,,,-24.4
1983,02,15,09,,,-21.9
1983,02,15,15,,,-23.2
1983,02,15,21,270,4,-27.1
1983,02,16,09,260,4,-23.3
1983,02,16,15,300,2,-16.9
1983,02,16,21,,,-15.1
1983,02,17,09,270,4,-22.6
1983,02,17,15,290,9,-7.3
1983,02,18,03,300,18,-12
1983,02,18,09,320,9,-11.8
1983,02,18,15,,,-16.5
1983,02,18,21,270,4,-17.6
1983,02,19,03,,,-18.7
1983,02,19,09,300,4,-15.4
1983,02,19,15,,,-16
1983,02,19,18,210,4,-13.6
1983,02,20,03,,,-7.5
1983,02,20,09,,,-8
1983,02,20,21,,,-13.6
1983,02,21,09,,,-13.1
1983,02,21,15,,,-15.4
1983,02,21,21,,,-16.5
1983,02,22,21,70,4,-20.8
1983,02,24,03,70,7,-17.8
1983,02,24,09,240,4,-21.5
1983,02,24,15,,,-18.5
1983,02,24,21,,,-22.3
1983,02,25,03,,,-18.7
1983,02,25,09,,,-23.3
1983,02,25,15,280,7,-23.7
1983,02,26,03,270,4,-19.4
1983,02,26,15,360,2,-15.1
1983,02,27,09,90,4,-21.7
1983,02,27,15,,,-27.1
1983,02,27,21,,,-25.1
1983,02,28,03,,,-19.6
1983,02,28,09,,,-21.2
1983,02,28,15,290,9,-21.4
1983,02,28,18,270,4,-21.4
1983,02,28,21,270,7,-20.6
1983,03,01,09,,,-19.4
1983,03,01,15,,,-20.3
1983,03,01,21,340,4,-19.4
1983,03,03,03,,,-20.5
1983,03,03,09,280,4,-24.4
1983,03,03,15,190,2,-26.4
1983,03,03,21,,,-24.4
1983,03,04,03,,,-19.4
1983,03,05,03,,,-8.4
1983,03,05,09,310,7,-8.2
1983,03,05,15,,,-9.1
1983,03,05,21,,,-7.9
1983,03,06,15,,,-15.8
1983,03,06,21,260,7,
1983,03,07,09,,,-13.3
1983,03,07,12,270,7,
1983,03,07,15,,,-17.9
1983,03,07,21,270,4,-10.7
1983,03,08,09,320,7,-7.7
1983,03,08,15,320,4,-10.9
1983,03,08,21,310,13,-4.1
1983,03,09,09,290,18,-8.9
1983,03,09,15,300,16,-12.9
1983,03,09,21,300,11,-17
1983,03,10,21,320,25,-5.2
1983,03,11,15,290,13,-17.6
1983,03,11,21,320,13,-15.2
1983,03,13,15,320,13,-13.8
1983,03,13,21,310,9,-13.3
1983,03,14,03,300,9,-12
1983,03,14,09,300,4,-14
1983,03,14,15,270,4,-12.5
1983,03,14,21,270,2,-15.4
1983,03,15,03,290,2,-15.1
1983,03,15,15,130,4,-20.1
1983,03,15,21,80,7,-18.7
1983,03,16,09,80,9,-21.4
1983,03,16,21,80,11,-18.7
1983,03,17,03,120,4,-12
1983,03,17,15,80,18,-5.2
1983,03,17,21,240,2,0.2
1983,03,18,03,120,7,26
1983,03,18,09,310,4,18.1
1983,03,18,15,,,8.3
1983,03,19,09,100,9,13
1983,03,19,21,,,-5.5
1983,03,20,03,80,18,2.2
1983,03,20,15,120,4,-11.5
1983,03,21,03,130,7,-7.1
1983,03,21,09,190,4,-21.2
1983,03,21,15,,,-25.1
1983,03,22,09,280,4,-14.7
1983,03,22,15,270,7,-18.5
1983,03,22,21,280,4,-9.1
1983,03,23,15,330,11,
1983,03,23,21,,,-3.4
1983,03,24,09,260,4,-14.3
1983,03,24,15,240,2,-19.7
1983,03,25,03,,,-5.9
1983,03,25,15,,,-10.2
1983,03,25,21,280,4,-9.3
1983,03,26,00,280,4,-5.9
1983,03,26,03,310,7,-4.3
1983,03,26,09,270,4,-14.5
1983,03,26,21,290,2,-10.7
1983,03,28,03,210,27,-11.1
1983,03,28,09,230,4,-17.8
1983,03,29,03,300,11,-12
1983,03,29,09,300,11,-18.3
1983,03,29,15,,,-17.6
1983,03,29,21,280,4,-15.6
1983,03,31,03,90,7,-9.5
1983,03,31,09,90,2,-12.7
1983,03,31,15,,,-16.1
1983,04,01,03,80,13,-2.6
1983,04,02,09,70,7,-8
1983,04,03,03,310,7,2.8
1983,04,04,09,320,9,-8.2
1983,04,05,09,300,9,-12.5
1983,04,06,09,310,13,-9.5
1983,04,06,15,320,11,-10.9
1983,04,07,09,320,7,-8.2
1983,04,08,09,110,7,-10
1983,04,08,21,80,4,-15.8
1983,04,09,09,80,9,-17.2
1983,04,09,15,100,9,-20.5
1983,04,10,03,,,
1983,04,11,03,90,13,
1983,04,11,09,120,11,-5.5
1983,04,12,03,90,16,-1
1983,04,12,09,90,4,-5.5
1983,04,12,15,,,-6.6
1983,04,12,21,80,4,-3.4
1983,04,13,09,,,
1983,04,13,15,,,4
1983,04,14,03,,,
1983,04,14,09,310,7,-1.9
1983,04,14,15,320,7,-4.1
1983,04,15,21,320,13,-3
1983,04,16,03,300,7,1.5
1983,04,16,09,,,-6.6
1983,04,16,15,,,-13.8
1983,04,16,21,,,31.2
1983,04,17,15,90,13,11.9
1983,04,18,15,350,9,3.7
1983,04,19,09,290,7,2.2
1983,04,19,15,310,7,0.8
1983,04,20,09,,,-1.2
1983,04,20,15,,,-2.3
1983,04,20,21,310,7,1.1
1983,04,21,03,320,4,5.3
1983,04,21,09,140,4,0.6
1983,04,21,15,,,1.3
1983,04,21,21,70,4,4.2
1983,04,22,03,100,4,
1983,04,22,15,,,1.3
1983,04,22,21,,,6.9
1983,04,23,15,320,11,5.8
1983,04,23,21,310,13,8.2
1983,04,25,09,340,4,8.9
1983,04,25,15,260,2,-0.5
1983,04,26,03,80,7,13
1983,04,26,09,270,2,11.6
1983,04,26,15,250,2,2.4
1983,04,26,21,180,4,10.5
1983,04,27,15,,,11
1983,04,28,09,290,9,19.5
1983,04,28,15,,,18.8
1983,04,28,21,310,16,17.7
1983,04,29,21,310,13,21.7
1983,04,30,09,,,20.2
1983,04,30,15,110,9,18.2
1983,04,30,21,280,2,21.8
1983,05,02,03,300,9,27.2
1983,05,02,15,300,11,24.2
1983,05,02,21,310,9,26.9
1983,05,03,09,300,7,25.8
1983,05,03,15,290,7,14.5
1983,05,03,21,90,4,14.1
1983,05,04,03,340,4,16.6
1983,05,04,09,330,2,
1983,05,04,15,,,12.5
1983,05,04,21,360,4,14.8
1983,05,05,09,310,7,7.4
1983,05,06,09,300,9,7.3
1983,05,06,15,110,4,1.9
1983,05,06,21,,,11.6
1983,05,07,03,,,19.5
1983,05,07,15,,,7.6
1983,05,07,21,,,20.6
1983,05,08,06,80,7,13
1983,05,09,03,120,9,17.7
1983,05,09,09,,,13.4
1983,05,09,15,,,3.8
1983,05,10,09,90,4,55.5
1983,05,10,21,160,7,33.7
1983,05,11,09,70,2,30.1
1983,05,11,15,90,13,25.1
1983,05,11,21,90,13,26.2
1983,05,12,03,80,9,
1983,05,12,15,,,23.5
1983,05,13,09,90,7,25.8
1983,05,13,15,,,
1983,05,13,21,80,4,22.6
1983,05,14,15,,,13.4
1983,05,14,21,,,24.7
1983,05,15,03,90,9,
1983,05,15,09,100,7,19.1
1983,05,15,15,,,16.3
1983,05,15,18,90,11,26.2
1983,05,15,21,80,11,26.9
1983,05,16,03,90,13,26
1983,05,16,15,100,13,
1983,05,17,09,110,13,21.8
1983,05,17,15,120,18,20
1983,05,18,15,120,11,16.4
1983,05,18,21,120,13,19.3
1983,05,19,03,110,13,21.1
1983,05,19,15,160,4,12.3
1983,05,19,21,90,11,13
1983,05,20,03,120,18,
1983,05,20,15,110,18,10.9
1983,05,20,21,120,22,14.5
1983,05,21,09,90,9,12.7
1983,05,21,21,90,13,14.8
1983,05,22,15,,,6.5
1983,05,22,21,,,17
1983,05,23,09,150,2,16.3
1983,05,23,15,220,2,10.9
1983,05,23,21,,,21.7
1983,05,25,15,270,9,24.2
1983,05,25,21,310,11,25.4
1983,05,26,09,330,9,21.1
1983,05,26,21,300,11,18.8
1983,05,27,09,100,7,18.4
1983,05,27,15,,,15.4
1983,05,27,21,80,2,25.4
1983,05,28,09,70,9,27.8
1983,05,28,21,,,39.5
1983,05,29,09,,,37.1
1983,05,29,15,,,33.2
1983,05,30,09,,,28.3
1983,05,30,21,310,20,29.8
1983,05,31,09,320,13,24.5
1983,05,31,15,300,9,22.7
1983,05,31,21,300,18,23.8
1983,06,01,21,280,18,28
1983,06,02,09,100,11,31
1983,06,03,15,,,29.8
1983,06,04,09,300,13,31.2
1983,06,04,15,310,18,
1983,06,05,03,,,31.4
1983,06,05,09,310,27,28
1983,06,05,15,290,13,25.3
1983,06,06,03,330,13,30.5
1983,06,06,15,,,22.9
1983,06,07,03,130,2,
1983,06,07,09,,,29.8
1983,06,07,15,,,29
1983,06,07,21,100,4,32.1
1983,06,08,03,130,4,31
1983,06,08,09,140,4,28
1983,06,09,15,,,28
1983,06,10,03,,,47.9
1983,06,10,09,,,43.4
1983,06,10,21,200,9,49.7
1983,06,11,09,320,9,38
1983,06,11,15,310,11,32.8
1983,06,12,15,,,29.9
1983,06,12,21,320,13,35.7
1983,06,13,03,310,13,
1983,06,13,15,300,13,27.2
1983,06,14,09,270,22,39.5
1983,06,14,15,,,37
1983,06,17,12,310,13,25.1
1983,06,18,09,140,11,35
1983,06,19,03,310,18,44.9
1983,06,19,09,300,7,37.5
1983,06,19,15,,,31.2
1983,06,19,21,130,7,33.4
1983,06,20,09,50,13,33.9
1983,06,20,11,100,9,33.4
1983,06,20,21,90,11,38.8
1983,06,21,03,310,13,42.4
1983,06,21,15,300,11,31.2
1983,06,22,03,110,9,34.3
1983,06,22,15,70,2,29.6
1983,06,24,03,110,9,42.2
1983,06,24,09,80,11,46.5
1983,06,24,21,90,9,42.4
1983,06,25,15,,,45.2
1983,06,25,21,310,13,43.1
