year,mo,dy,hr,wdir,wspd,t_dry
1988,11,19,09,300,11,-4.8
1988,11,19,15,300,9,-5.5
1988,11,20,03,290,13,-5.3
1988,11,20,06,290,16,-5.2
1988,11,20,09,290,11,-5.2
1988,11,20,15,300,11,-5.2
1988,11,20,21,310,13,-4.4
1988,11,21,03,290,16,-4.3
1988,11,21,09,290,13,-3.7
1988,11,21,15,300,13,-5
1988,11,21,21,300,18,-6.4
1988,11,22,03,300,25,-5
1988,11,22,09,300,27,-5.2
1988,11,22,15,300,27,-5.9
1988,11,22,21,290,22,-4.1
1988,11,23,03,310,18,-1.4
1988,11,23,09,300,16,-7
1988,11,23,15,300,11,-4.8
1988,11,23,21,310,13,-1.6
1988,11,24,03,310,18,0.2
1988,11,24,09,300,20,-1.2
1988,11,24,15,300,18,-5.5
1988,11,24,21,290,9,-7.3
1988,11,25,09,300,11,-6.8
1988,11,25,15,290,11,-9.1
1988,11,25,21,310,7,-14.7
1988,11,26,03,,,-16.5
1988,11,26,15,,,-15.4
1988,11,26,20,270,2,-12.4
1988,11,26,21,270,2,-12.4
1988,11,27,03,260,4,-11.6
1988,11,27,06,280,4,-7.1
1988,11,27,09,270,4,-6.2
1988,11,27,15,280,4,-9.1
1988,11,27,21,250,4,-14.2
1988,11,28,03,,,-18.1
1988,11,28,09,,,-15.6
1988,11,28,15,,,-17.6
1988,11,28,21,,,-15.4
1988,11,29,03,,,-15.8
1988,11,29,09,,,-20.1
1988,11,29,15,,,-18.3
1988,11,29,21,240,4,-3
1988,11,30,03,260,7,-12.5
1988,11,30,09,300,11,-8.6
1988,11,30,15,290,16,
1988,11,30,21,300,13,-8.8
1988,12,01,03,300,18,-8.8
1988,12,01,09,310,18,-9.1
1988,12,01,15,320,11,-8.8
1988,12,01,21,320,13,-8
1988,12,02,03,300,11,-10.2
1988,12,02,09,310,11,-11.3
1988,12,02,15,300,4,-12.4
1988,12,02,21,,,-11.8
1988,12,03,03,,,-19.6
1988,12,03,09,,,-20.3
1988,12,03,15,,,-24.2
1988,12,03,18,,,-22.8
1988,12,03,21,240,2,-17.6
1988,12,04,03,260,4,-26.4
1988,12,04,09,,,-19.7
1988,12,04,15,,,-24.4
1988,12,04,21,,,-21.2
1988,12,05,03,,,-10
1988,12,05,09,290,13,5.6
1988,12,05,15,,,3.1
1988,12,05,21,,,1.9
1988,12,06,03,110,2,-5.3
1988,12,06,09,230,2,-8.9
1988,12,06,15,,,-6.2
1988,12,06,21,,,-8
1988,12,07,03,,,-1.4
1988,12,07,09,280,2,-3
1988,12,07,15,,,-6.6
1988,12,07,21,60,4,-3.7
1988,12,08,03,250,4,-6.6
1988,12,08,09,,,-8.8
1988,12,08,15,,,-8.6
1988,12,08,21,,,-9.5
1988,12,09,03,270,2,-5.2
1988,12,09,09,280,4,-3
1988,12,09,15,260,2,-7.1
1988,12,09,21,300,9,-2.3
1988,12,10,03,240,4,5.5
1988,12,10,09,290,13,3.7
1988,12,10,15,280,13,1.1
1988,12,10,21,300,16,-3.9
1988,12,11,03,310,9,-3.9
1988,12,11,09,290,20,-3.2
1988,12,11,15,270,16,2.4
1988,12,11,21,300,18,3.8
1988,12,12,03,300,20,7.1
1988,12,12,09,290,22,8.7
1988,12,12,15,310,31,4
1988,12,12,21,300,25,-1.7
1988,12,13,03,310,27,-5.5
1988,12,13,09,300,27,-3.7
1988,12,13,15,290,20,-1.9
1988,12,13,21,300,16,-2.5
1988,12,14,03,290,16,-1.2
1988,12,14,09,310,9,-3.7
1988,12,14,15,300,4,-6.2
1988,12,14,21,270,4,-10.6
1988,12,15,03,,,
1988,12,15,09,,,-11.8
1988,12,15,15,,,1.9
1988,12,15,21,290,4,3.5
1988,12,16,03,,,-3.7
1988,12,16,09,,,-2.5
1988,12,16,15,,,-1.6
1988,12,16,21,270,2,-1.7
1988,12,17,03,,,-8.9
1988,12,17,09,,,-10.4
1988,12,17,15,,,-4.3
1988,12,17,21,,,-1.4
1988,12,18,03,,,1.5
1988,12,18,09,290,7,3.3
1988,12,18,15,290,11,6.7
1988,12,18,21,300,9,2
1988,12,19,03,300,13,-2.5
1988,12,19,09,300,18,-5.2
1988,12,19,15,310,9,-3.9
1988,12,19,21,290,7,-4.8
1988,12,20,03,330,7,-8
1988,12,20,09,290,4,-9.7
1988,12,20,15,300,2,-8.8
1988,12,20,21,300,9,-7.9
1988,12,21,03,310,7,-7.3
1988,12,21,09,310,11,-7.3
1988,12,21,15,290,11,-6.6
1988,12,21,21,300,11,-7.1
1988,12,22,03,250,4,-8.6
1988,12,22,09,290,7,-6.1
1988,12,22,15,170,4,-11.6
1988,12,22,21,,,-21.7
1988,12,23,03,,,-17.6
1988,12,23,09,,,-15.8
1988,12,23,15,100,7,-12.9
1988,12,23,21,60,4,-15.8
1988,12,24,03,,,-22.4
1988,12,24,09,,,-21.7
1988,12,24,15,90,13,-17.6
1988,12,24,21,120,4,-12.2
1988,12,25,03,110,11,-6.2
1988,12,25,09,110,13,-3.9
1988,12,25,15,100,7,-3.2
1988,12,26,03,300,9,-1.6
1988,12,26,09,290,16,-1.6
1988,12,26,15,290,16,-1.6
1988,12,26,21,300,11,-1.6
1988,12,27,03,200,18,-4.1
1988,12,27,09,300,20,-5.9
1988,12,27,15,300,20,-8.6
1988,12,27,21,290,18,-11.5
1988,12,28,03,300,18,-9.7
1988,12,28,09,300,22,-9.5
1988,12,28,15,300,20,-9.3
1988,12,28,21,310,20,-10.7
1988,12,29,03,310,20,-9.5
1988,12,29,09,310,18,-10
1988,12,29,15,310,18,-8.2
1988,12,29,21,300,13,-7.3
1988,12,30,03,,,-10
1988,12,30,15,,,-21.5
1988,12,31,03,80,2,-16.5
1988,12,31,09,100,2,-15.4
1988,12,31,21,300,11,-10.9
1989,01,01,03,290,7,-7.5
1989,01,01,09,300,18,-6.2
1989,01,01,15,300,20,-7.5
1989,01,01,21,310,20,-6.8
1989,01,02,03,300,18,-2.8
1989,01,02,09,310,18,-4.1
1989,01,02,15,310,18,-4.4
1989,01,02,21,310,11,-9.5
1989,01,03,03,290,7,-9.1
1989,01,03,09,,,-11.1
1989,01,03,15,,,-13.4
1989,01,03,21,10,18,
1989,01,04,03,,,-25.7
1989,01,04,09,300,4,-23.5
1989,01,04,15,,,-26.2
1989,01,04,21,290,2,-16.7
1989,01,05,03,290,9,-16.1
1989,01,05,09,300,13,-10.7
1989,01,05,15,310,4,-1.7
1989,01,06,03,120,9,-4.1
1989,01,06,09,300,16,-1.9
1989,01,06,15,290,7,-2.3
1989,01,06,21,130,11,-3.5
1989,01,07,03,190,2,-1.7
1989,01,07,09,230,2,-3.5
1989,01,07,15,190,2,-11.1
1989,01,07,21,90,4,-17
1989,01,08,03,,,-23.2
1989,01,08,09,,,-29.5
1989,01,08,15,290,7,
1989,01,08,21,300,7,-18.5
1989,01,09,03,350,4,-16.1
1989,01,09,09,280,16,-17.6
1989,01,09,15,280,18,-16.5
1989,01,09,21,270,13,-16.9
1989,01,10,03,280,18,-14.9
1989,01,10,15,280,18,-12.9
1989,01,10,21,290,16,-9.1
1989,01,11,03,280,27,-4.8
1989,01,11,09,290,25,-4.1
1989,01,11,12,290,22,-4.1
1989,01,11,15,300,20,-7.1
1989,01,11,21,280,9,-7.9
1989,01,12,03,290,7,-10.4
1989,01,12,09,,,-17.4
1989,01,12,15,,,-21.9
1989,01,12,21,270,2,-23.3
1989,01,13,09,250,2,-25.1
1989,01,13,21,,,-20.1
1989,01,14,09,,,-23.9
1989,01,14,15,,,-23.9
1989,01,14,21,,,-26.2
1989,01,15,03,,,-27.8
1989,01,15,09,300,2,-27.8
1989,01,15,15,,,-25.1
1989,01,15,21,,,-23.2
1989,01,16,01,,,-18.7
1989,01,16,03,,,-19.9
1989,01,16,09,300,7,-18.7
1989,01,16,15,290,11,-21.5
1989,01,16,21,280,4,-23.5
1989,01,17,03,,,-23.7
1989,01,17,09,,,-28.7
1989,01,17,15,240,2,-29.5
1989,01,17,21,260,2,-29.6
1989,01,18,03,220,2,-30.4
1989,01,18,15,,,-30
1989,01,18,21,,,-31.1
1989,01,19,09,240,2,-25.5
1989,01,19,15,290,2,-22.3
1989,01,19,21,,,-20.3
1989,01,20,03,,,-23.5
1989,01,20,09,,,-20.3
1989,01,20,15,270,13,-17.2
1989,01,20,21,120,2,-22.6
1989,01,21,03,,,-27.5
1989,01,21,09,,,-31.1
1989,01,21,15,,,-29.5
1989,01,21,21,,,-25.9
1989,01,22,03,300,2,-23.2
1989,01,22,09,290,4,-22.1
1989,01,22,15,,,-16.5
1989,01,23,03,280,11,-7
1989,01,23,09,290,16,-17.2
1989,01,23,15,270,11,-16.5
1989,01,24,09,280,9,-23.9
1989,01,24,15,280,9,-23.9
1989,01,24,21,250,4,-22.1
1989,01,25,03,290,9,-18.7
1989,01,25,09,310,27,-18.3
1989,01,25,15,300,27,-18.5
1989,01,25,21,310,27,-18.3
1989,01,26,03,300,11,-19.9
1989,01,26,09,300,13,-20.3
1989,01,26,15,300,9,-22.4
1989,01,26,21,300,11,-22.4
1989,01,27,03,240,4,-26.2
1989,01,27,09,,,-35.8
1989,01,27,15,,,-35.2
1989,01,27,21,,,-35.9
1989,01,28,03,,,-35
1989,01,28,09,,,-35.9
1989,01,28,15,,,-29.5
1989,01,28,21,240,2,-20.5
1989,01,29,15,,,-27.1
1989,01,29,21,40,2,-29.1
1989,01,30,03,90,13,-22.1
1989,01,30,09,320,2,-8.4
1989,01,30,15,160,18,14.6
1989,01,30,21,190,22,19
1989,01,31,03,190,29,16.4
1989,01,31,09,180,13,17.5
1989,01,31,15,190,11,19.7
1989,01,31,21,170,18,21.7
1989,02,01,03,160,16,19.3
1989,02,01,09,,,24.5
1989,02,01,15,170,11,21.1
1989,02,01,21,170,11,20.4
1989,02,02,03,170,13,23.8
1989,02,02,09,210,18,24.7
1989,02,02,15,200,18,20.9
1989,02,02,21,180,9,22.9
1989,02,03,03,130,13,22
1989,02,03,09,160,9,23.5
1989,02,04,00,180,9,
1989,02,04,03,310,4,18.2
1989,02,04,09,,,14.8
1989,02,04,15,,,22.7
1989,02,04,21,180,18,24.5
1989,02,05,03,270,2,27.8
1989,02,05,09,290,2,19.1
1989,02,05,15,,,18.4
1989,02,05,21,,,15.4
1989,02,06,03,,,17.3
1989,02,06,21,110,4,21.8
1989,02,07,03,230,2,22.2
1989,02,07,09,90,2,25.6
1989,02,07,15,30,2,17.3
1989,02,07,21,,,16.3
1989,02,08,03,100,9,8.7
1989,02,08,09,,,5.8
1989,02,08,15,,,5.1
1989,02,08,21,300,4,3.1
1989,02,09,03,,,-5.5
1989,02,09,09,60,7,-4.4
1989,02,09,15,,,-3.2
1989,02,10,03,310,9,4.9
1989,02,10,09,270,4,4
1989,02,10,15,270,2,3.8
1989,02,10,21,,,2.4
1989,02,11,03,,,-0.1
1989,02,11,09,250,2,-13.3
1989,02,11,15,100,4,-7.3
1989,02,11,21,100,4,-7.7
1989,02,12,03,110,7,-2.6
1989,02,12,09,,,-2.1
1989,02,12,15,,,12.1
1989,02,12,21,300,9,4
1989,02,13,03,320,7,6.7
1989,02,13,09,,,4.2
1989,02,13,15,,,1.7
1989,02,13,21,90,7,11.9
1989,02,14,03,80,7,26.7
1989,02,14,09,100,18,30.3
1989,02,14,15,100,13,29.4
1989,02,14,21,110,22,25.6
1989,02,15,03,160,11,31.7
1989,02,15,09,140,22,28.7
1989,02,15,15,140,20,23.6
1989,02,15,21,160,18,28.1
1989,02,16,03,180,18,26.5
1989,02,16,09,160,18,27.1
1989,02,16,15,200,9,26.2
1989,02,16,21,150,16,23.8
1989,02,17,03,200,9,26.9
1989,02,17,09,310,4,17.2
1989,02,17,15,,,7.4
1989,02,18,03,290,9,10.5
1989,02,18,09,60,16,17.5
1989,02,18,15,,,13.2
1989,02,19,03,280,4,17.3
1989,02,19,09,330,2,12.3
1989,02,19,15,290,9,12.5
1989,02,19,21,290,9,11.2
1989,02,20,03,290,18,1
1989,02,20,09,,,-11.6
1989,02,20,15,,,-14.5
1989,02,20,21,190,7,-3
1989,02,21,03,270,2,1.3
1989,02,21,09,300,4,-8.6
1989,02,21,15,,,-12.7
1989,02,21,21,260,4,-21.2
1989,02,22,03,,,-11.6
1989,02,22,09,210,4,-16.1
1989,02,22,15,,,-15.1
1989,02,22,21,,,-12.4
1989,02,23,03,190,2,-6.4
1989,02,23,09,,,-14.7
1989,02,23,15,300,7,-14.7
1989,02,23,21,270,4,-6.8
1989,02,24,03,290,4,-6.4
1989,02,24,09,270,2,-15.1
1989,02,24,15,280,2,-11.5
1989,02,24,21,300,11,-8.6
1989,02,25,03,290,22,-3.4
1989,02,25,09,300,29,5.5
1989,02,25,12,300,29,-1.7
1989,02,25,15,290,34,-1.9
1989,02,25,21,290,22,-3
1989,02,26,03,300,9,-7
1989,02,26,15,,,-15.1
1989,02,26,21,60,7,-8.9
1989,02,27,00,80,11,-5.9
1989,02,27,09,160,18,20
1989,02,27,15,310,4,17.7
1989,02,27,21,300,11,8.9
1989,02,28,03,300,9,7.6
1989,02,28,09,300,13,1.1
1989,02,28,21,290,4,-3.2
1989,03,01,03,,,-6.1
1989,03,01,09,,,-15.1
1989,03,01,15,280,4,-16.1
1989,03,01,21,300,9,-13.3
1989,03,02,03,300,18,-5.5
1989,03,02,09,310,20,-3.7
1989,03,02,15,,,-12.5
1989,03,02,21,,,-14.2
1989,03,03,03,,,-8.6
1989,03,03,09,290,4,-10.7
1989,03,03,15,220,4,-4.1
1989,03,03,21,280,2,2.2
1989,03,04,03,,,8.2
1989,03,04,09,,,0.2
1989,03,04,15,230,2,8.7
1989,03,05,03,270,2,11
1989,03,05,09,300,9,10.5
1989,03,05,15,300,11,2.4
1989,03,05,21,300,4,-2.6
1989,03,06,03,90,7,-7.5
1989,03,06,09,100,4,-8.2
1989,03,06,15,120,4,-11.5
1989,03,06,21,80,7,-12.7
1989,03,07,03,80,7,-3
1989,03,07,09,30,2,-0.1
1989,03,07,15,290,4,1.9
1989,03,07,21,300,7,1.1
1989,03,08,03,90,4,2.4
1989,03,08,09,,,
1989,03,08,15,290,2,-0.8
1989,03,08,21,300,2,-3.5
1989,03,09,03,,,7.4
1989,03,09,09,50,9,7.8
1989,03,09,15,180,4,26.3
1989,03,09,21,160,9,35
1989,03,10,03,20,2,36.2
1989,03,10,09,300,13,20.2
1989,03,10,15,310,11,11.9
1989,03,10,20,300,11,6.4
1989,03,10,21,300,11,6.4
1989,03,11,03,310,7,4.9
1989,03,11,15,70,4,-1.7
1989,03,11,21,120,2,-0.5
1989,03,12,03,310,9,0.1
1989,03,12,09,260,7,-2.1
1989,03,12,15,130,9,1.7
1989,03,12,21,120,4,-3.7
1989,03,13,03,,,1.5
1989,03,13,09,250,4,-3.5
1989,03,13,15,320,7,6.2
1989,03,13,21,310,9,4.7
1989,03,14,03,300,9,3.3
1989,03,14,09,320,4,2
1989,03,14,15,320,4,1.7
1989,03,14,21,,,3.5
1989,03,15,03,280,2,2.9
1989,03,15,09,,,-4.8
1989,03,15,15,,,-10.6
1989,03,15,21,,,-2.6
1989,03,16,03,,,0.4
1989,03,16,09,300,4,1.3
1989,03,16,15,300,9,0.4
1989,03,16,21,250,2,-6.2
1989,03,17,03,,,-1.7
1989,03,17,09,,,-15.2
1989,03,17,15,,,-12.9
1989,03,17,21,240,4,-16.9
1989,03,18,03,140,2,-7.7
1989,03,18,09,,,-21.5
1989,03,18,21,,,-11.6
1989,03,19,03,,,-1.6
1989,03,19,09,,,
1989,03,19,15,,,
1989,03,19,21,,,-9.1
1989,03,20,03,,,0.1
1989,03,20,09,,,-15.8
1989,03,20,15,,,-17.4
1989,03,20,21,,,-5.7
1989,03,21,03,,,-4.3
1989,03,21,09,,,-17.4
1989,03,21,15,,,-14.7
1989,03,22,03,,,0.8
1989,03,22,09,,,-12.5
1989,03,22,15,,,-10.2
1989,03,22,21,60,2,-11.6
1989,03,23,03,,,-8.8
1989,03,23,09,,,-20.1
1989,03,23,15,,,-20.5
1989,03,23,21,,,-16.1
1989,03,24,03,,,-11.8
1989,03,24,15,,,-20.6
1989,03,24,21,,,-14
1989,03,25,03,,,-8
1989,03,25,09,270,2,-20.5
1989,03,25,15,,,-22.1
1989,03,25,21,,,-14.2
1989,03,26,03,,,-6.6
1989,03,26,09,,,-19.9
1989,03,26,15,,,-19.9
1989,03,26,21,,,-12.5
1989,03,27,03,,,-4.6
1989,03,27,09,,,-18.1
1989,03,27,15,170,2,-19.9
1989,03,27,21,,,-7.3
1989,03,28,03,,,0.4
1989,03,28,09,,,-12
1989,03,28,15,310,2,-5.5
1989,03,28,21,,,-4.6
1989,03,29,03,,,-0.5
1989,03,29,09,,,-9.1
1989,03,29,15,,,4.6
1989,03,29,21,280,2,4.6
1989,03,30,03,140,2,10
1989,03,30,09,,,-5
1989,03,30,21,320,4,4.7
1989,03,31,03,300,13,-0.3
1989,03,31,09,,,-9.1
1989,03,31,15,280,7,-16.3
1989,03,31,21,310,7,-12
1989,04,01,03,290,7,-9.3
1989,04,01,15,270,4,-19.2
1989,04,01,21,310,2,-16.1
1989,04,02,03,300,4,-9.7
1989,04,02,15,,,-27.8
1989,04,02,21,,,-21.4
1989,04,03,03,80,9,-12.7
1989,04,03,09,80,4,-14.9
1989,04,03,15,,,-4.4
1989,04,03,21,300,13,10.1
1989,04,04,03,300,16,5.6
1989,04,04,09,290,9,2
1989,04,04,15,240,4,-6.2
1989,04,04,21,310,2,-5.9
1989,04,05,09,320,2,-0.3
1989,04,05,15,320,2,7.4
1989,04,05,21,,,27.4
1989,04,06,03,190,11,38.8
1989,04,06,09,210,9,31.7
1989,04,06,15,140,2,22.4
1989,04,06,21,290,2,29.9
1989,04,07,03,120,7,29
1989,04,07,15,70,4,14.8
1989,04,07,21,120,4,14.1
1989,04,08,03,160,2,17.3
1989,04,08,09,200,2,15.4
1989,04,08,15,,,8.7
1989,04,08,21,,,8.5
1989,04,09,03,290,9,15.5
1989,04,09,06,,,
1989,04,09,09,250,2,2.4
1989,04,09,15,,,-2.3
1989,04,09,21,300,4,-1.4
1989,04,10,03,,,5.1
1989,04,10,09,230,2,-1.2
1989,04,10,15,310,11,5.1
1989,04,10,21,300,13,1.9
1989,04,11,03,310,13,1.3
1989,04,11,09,,,-12
1989,04,11,15,260,4,-12.2
1989,04,11,21,,,-10.7
1989,04,12,03,320,4,-4.1
1989,04,12,15,270,7,-12
1989,04,12,21,310,7,-9.7
1989,04,13,03,300,9,-7
1989,04,13,09,300,16,-7.9
1989,04,13,21,300,16,-7.1
1989,04,14,03,300,9,-1.2
1989,04,14,09,120,7,-2.1
1989,04,14,21,310,4,-2.8
1989,04,15,03,280,4,1.3
1989,04,15,09,290,9,0.6
1989,04,15,15,300,9,1.1
1989,04,15,21,,,4.6
1989,04,16,03,,,6.7
1989,04,16,09,290,11,10.9
1989,04,16,15,310,13,17.3
1989,04,16,21,300,13,21.1
1989,04,17,03,300,13,20.6
1989,04,17,09,280,4,16.4
1989,04,17,15,300,4,17.9
1989,04,17,21,310,7,20.8
1989,04,18,03,280,4,24.2
1989,04,18,09,310,9,21.8
1989,04,18,15,,,18.2
1989,04,18,21,70,4,16.6
1989,04,19,03,80,9,9.6
1989,04,19,09,350,4,4.4
1989,04,19,15,320,9,0.2
1989,04,19,21,190,9,2.9
1989,04,20,03,290,9,
1989,04,20,09,300,7,4.6
1989,04,20,15,290,7,-0.5
1989,04,20,21,290,7,2.6
1989,04,21,03,290,13,5.8
1989,04,21,09,290,13,6
1989,04,21,15,300,16,1.9
1989,04,21,21,300,11,2.4
1989,04,22,03,300,13,6.5
1989,04,22,09,290,13,6.9
1989,04,22,15,300,16,4.6
1989,04,22,21,320,11,2.8
1989,04,23,03,320,9,2.6
1989,04,23,09,290,9,1.1
1989,04,23,15,290,9,2.4
1989,04,23,21,320,9,2.8
1989,04,24,03,300,9,6.2
1989,04,24,15,280,7,-4.1
1989,04,24,21,300,18,6
1989,04,25,03,320,18,7.1
1989,04,25,09,300,11,2.4
1989,04,25,15,280,13,1.5
1989,04,25,21,300,13,2
1989,04,26,03,300,11,3.5
1989,04,26,09,280,13,-3.2
1989,04,26,15,280,11,-6.6
1989,04,26,21,,,-2.1
1989,04,27,03,,,6
1989,04,27,15,,,-2.3
1989,04,27,21,,,13.7
1989,04,28,03,,,11.6
1989,04,28,09,,,1.9
1989,04,28,15,,,-3
1989,04,28,21,,,8.7
1989,04,29,09,,,6.5
1989,04,29,15,270,2,1.1
1989,04,29,21,,,12.1
1989,04,30,03,90,2,16.8
1989,04,30,15,,,-0.1
1989,04,30,21,60,2,9.4
1989,05,01,03,160,4,16.4
1989,05,01,09,90,7,10.5
1989,05,01,15,,,9.4
1989,05,01,21,120,2,19.5
1989,05,02,03,140,2,25.1
1989,05,02,15,100,2,20.9
1989,05,02,21,80,4,22.4
1989,05,03,03,80,7,24.7
1989,05,03,09,,,21.3
1989,05,03,15,,,
1989,05,03,21,,,18.4
1989,05,04,03,,,22.9
1989,05,04,09,260,2,12.8
1989,05,04,15,320,7,16.1
1989,05,04,21,300,11,13.9
1989,05,05,03,280,11,16.8
1989,05,05,09,280,9,10.1
1989,05,05,15,290,11,12.7
1989,05,05,21,310,9,14.3
1989,05,06,03,300,9,16.1
1989,05,06,09,290,9,13.4
1989,05,06,15,320,4,11.8
1989,05,07,03,310,7,14.6
1989,05,07,09,,,11
1989,05,07,15,,,-0.8
1989,05,08,03,90,7,9.1
1989,05,08,09,280,9,3.8
1989,05,08,15,,,-7.3
1989,05,08,21,,,1
1989,05,09,03,100,7,4
1989,05,09,09,,,7.6
1989,05,09,15,220,4,3.1
1989,05,10,03,90,2,18.1
1989,05,10,09,140,4,19.5
1989,05,10,15,100,9,20.8
1989,05,10,21,100,18,22
1989,05,11,03,,,23.6
1989,05,11,09,50,4,21.3
1989,05,11,15,70,9,16.1
1989,05,11,18,90,7,
1989,05,11,21,310,13,22.4
1989,05,12,03,300,4,21.8
1989,05,12,15,110,7,13.7
1989,05,12,21,70,4,13
1989,05,13,03,80,7,14.1
1989,05,13,15,80,4,9.6
1989,05,14,03,330,4,12.1
1989,05,14,09,180,4,
1989,05,14,15,,,5.3
1989,05,14,21,140,9,10
1989,05,15,09,100,4,6.2
1989,05,15,15,,,-2.6
1989,05,16,03,100,9,13
1989,05,16,15,90,9,9.2
1989,05,16,21,80,4,12.7
1989,05,17,03,150,2,24
1989,05,17,09,,,
1989,05,17,15,90,11,27.6
1989,05,17,21,90,13,26.9
1989,05,18,03,90,13,28.9
1989,05,18,09,90,9,28.5
1989,05,18,15,80,11,24
1989,05,18,21,90,13,24.2
1989,05,19,00,80,11,24
1989,05,19,09,80,11,24
1989,05,19,15,80,2,20.4
1989,05,20,03,140,2,29.6
1989,05,20,15,110,4,24.2
1989,05,20,21,70,4,30.8
1989,05,21,03,90,4,34.4
1989,05,21,09,300,11,
1989,05,21,15,320,2,30.7
1989,05,21,21,290,7,32.5
1989,05,22,03,310,13,31.9
1989,05,22,09,290,13,28.5
1989,05,22,15,310,11,24.4
1989,05,22,21,310,11,26.2
1989,05,23,03,290,11,28.7
1989,05,23,09,220,2,25.4
1989,05,23,15,,,17.3
1989,05,23,21,,,20.9
1989,05,24,03,,,29.2
1989,05,24,15,,,16.6
1989,05,24,21,80,2,27.1
1989,05,25,03,80,7,33.4
1989,05,25,09,80,4,29.6
1989,05,25,15,,,20.9
1989,05,25,21,90,4,30.8
1989,05,26,09,70,7,31.7
1989,05,26,15,,,28.7
1989,05,26,21,210,2,38.4
1989,05,27,03,90,4,40.2
1989,05,27,09,70,2,37.9
1989,05,27,15,,,34.3
1989,05,27,21,,,46
1989,05,28,03,80,11,36.8
1989,05,28,09,70,9,34.4
1989,05,28,15,90,9,31
1989,05,28,21,70,11,37
1989,05,29,03,100,4,35.9
1989,05,29,09,90,7,35.7
1989,05,29,15,320,7,31
1989,05,29,21,90,7,31.9
1989,05,30,03,100,16,32.8
1989,05,30,15,260,2,33.4
1989,05,30,21,290,18,37.1
1989,05,31,15,290,11,29.8
1989,05,31,21,110,7,32.1
1989,06,01,03,80,9,35.2
1989,06,01,09,290,9,33.5
1989,06,01,15,270,2,29.9
1989,06,01,21,,,35
1989,06,02,03,80,4,35.9
1989,06,02,09,120,7,28.3
1989,06,02,15,90,9,24.9
1989,06,02,21,90,7,28.3
1989,06,03,03,90,16,32.1
1989,06,03,12,90,4,29.4
1989,06,03,21,290,4,31.7
1989,06,04,03,100,7,32.8
1989,06,04,09,80,7,30.3
1989,06,04,15,90,4,30.8
1989,06,05,03,80,7,34.4
1989,06,05,09,90,7,
1989,06,05,15,90,9,28.1
1989,06,05,21,110,7,31.2
1989,06,06,03,90,7,36.8
1989,06,06,09,90,4,31.2
1989,06,06,15,130,2,28.3
1989,06,07,03,90,7,35.2
1989,06,07,09,,,32.6
1989,06,07,15,300,2,36.2
1989,06,07,21,320,4,48.7
1989,06,08,03,300,13,43.3
1989,06,08,09,320,7,35.5
1989,06,08,15,,,30.1
1989,06,08,21,80,7,37.9
1989,06,09,03,40,4,48.3
1989,06,09,09,300,7,49.4
1989,06,09,15,290,13,32.5
1989,06,09,21,350,9,37.9
1989,06,10,03,310,4,41.6
1989,06,10,09,100,7,35.3
1989,06,10,15,80,9,
1989,06,10,21,70,11,36.8
1989,06,11,03,,,47
1989,06,11,09,300,20,42.5
1989,06,11,15,290,20,32.8
1989,06,11,21,310,11,30.7
1989,06,12,03,80,11,34.6
1989,06,12,09,90,16,33
1989,06,12,21,60,11,41.3
1989,06,13,03,60,11,44.3
1989,06,13,09,70,7,40.2
1989,06,13,18,,,37.1
1989,06,13,21,310,7,50.6
1989,06,14,03,80,9,46
1989,06,14,09,90,9,41.1
1989,06,14,15,70,7,36.4
1989,06,14,21,70,11,55.9
1989,06,15,03,320,20,61.3
1989,06,15,09,310,9,39.3
1989,06,15,15,300,7,32.3
1989,06,15,21,260,4,47.9
1989,06,16,03,70,9,54.8
1989,06,16,09,70,2,53.2
1989,06,16,15,160,4,52.3
1989,06,16,21,220,9,73.1
1989,06,17,03,280,13,79.3
1989,06,17,09,350,9,51.4
1989,06,17,12,350,9,51.4
1989,06,17,15,310,4,40.7
1989,06,17,21,80,11,44.7
1989,06,18,03,90,16,53
1989,06,18,09,,,56.8
1989,06,18,15,230,18,69.9
1989,06,18,21,60,4,64.5
1989,06,19,03,110,9,59.1
1989,06,19,09,70,7,38
1989,06,19,15,,,34.8
1989,06,19,21,70,7,53.5
1989,06,20,03,300,20,44
1989,06,20,09,100,18,35.2
1989,06,20,15,,,38.2
1989,06,20,21,260,16,45.1
1989,06,21,03,290,16,49
1989,06,21,09,50,9,45.2
1989,06,21,15,100,4,43.6
1989,06,21,21,90,4,51.4
1989,06,22,03,100,27,58
1989,06,22,06,,,
1989,06,22,09,110,22,49.7
1989,06,22,15,90,4,39.7
1989,06,22,21,60,2,59.1
1989,06,23,03,320,16,44.7
1989,06,23,09,320,7,37.1
1989,06,23,15,320,7,34.4
1989,06,23,21,300,4,37.7
1989,06,24,03,80,7,37.7
1989,06,24,09,90,7,36.4
1989,06,24,15,,,35.2
1989,06,24,21,50,4,43.4
1989,06,25,03,80,11,51.5
1989,06,25,05,80,4,45.4
1989,06,25,15,,,45.1
1989,06,25,21,60,9,61.6
1989,06,26,03,60,4,66.3
1989,06,26,09,,,60.9
1989,06,26,15,300,7,47.9
1989,06,26,21,,,47.9
1989,06,27,03,80,9,52.6
1989,06,27,15,60,9,48.3
1989,06,27,21,130,9,68.1
1989,06,28,03,300,4,78
1989,06,28,09,240,9,69.4
1989,06,28,15,,,63.6
1989,06,28,21,80,2,72.4
1989,06,29,09,310,18,55.1
1989,06,29,15,310,13,42.4
1989,06,29,21,310,9,37.9
